Pt1,Pt2,Pt3,F1,F2,F3,Error
2,34,0,[1.9132256974503288],[2.780968722947042],[1.9132256974503288],4618814.847401743
2,11,0,[2.0],[2.0],[2.0],358746612.52639025
2,39,0,[1.8289951896976095],[3.539043292721515],[1.8289951896976095],194827.13804181563
2,48,0,[2.0],[2.0],[2.0],125253211.59267762
2,38,0,[2.0],[2.0],[2.0],19804869.014232308
2,22,0,[2.0],[2.0],[2.0],128014565.07428715
2,40,0,[2.0],[2.0],[2.0],23346190.963788867
2,7,0,[2.0],[2.0],[2.0],357336914.38938105
2,41,0,[2.0],[2.0],[2.0],27777414.349840622
2,13,0,[2.0],[2.0],[2.0],361234850.5035324
2,21,0,[1.4701382900655382e-08],[0.0],[6.405993879292148e-05],999.9900439954528
2,37,0,[2.0],[2.0],[2.0],19423043.119406328
2,10,0,[1.8],[1.8],[1.8],165593741.80374518
2,17,0,[2.0],[2.0],[2.0],49883577.98708047
2,47,0,[1.8],[1.8],[1.8],55797279.17227102
2,43,0,[2.0],[2.0],[2.0],32707171.029097598
2,18,0,[2.0],[2.0],[2.0],75978804.97698508
2,19,0,[2.0],[2.0],[2.0],102281051.92325345
2,44,0,[2.2106248387966584e-06],[1.2028981940892542e-05],[0.00019876089475743603],999.9759163648719
2,42,0,[2.0],[2.0],[2.0],34021892.89415091
2,29,0,[1.9064412966900868],[2.84202832978922],[1.9064412966900868],16557875.917859802
2,23,0,[2.0],[2.0],[2.0],165122714.732417
2,16,0,[2.0],[2.0],[2.0],42780366.91702029
2,20,0,[2.0],[2.0],[2.0],45313131.29614579
2,46,0,[2.0],[2.0],[2.0],206303426.87575686
2,12,0,[1.204164230286836e-08],[1.3965180919301949e-05],[1.2669456692364234e-08],999.997654182311
2,49,0,[2.0],[2.0],[2.0],194615514.62115088
2,30,0,[0.0],[0.001165458275969254],[0.0007062963050910632],999.9634317872432
27,28,0,[1.873164739420612],[1.873164739420612],[2.892164611510697],5703810.397801734
27,26,0,[2.0],[2.0],[2.0],8075480.840704304
27,25,0,[2.0],[2.0],[2.0],8542392.917626448
27,6,0,[3.101451781137043e-17],[1.3749662601884454e-12],[0.0],999.9999999997663
27,8,0,[2.733233930370556],[1.9185295632921604],[1.9185295632921604],19102808.157566976
27,15,0,[2.0],[2.0],[2.0],10180196.72823345
27,14,0,[2.5600888831342407e-10],[4.2307638383741364e-05],[1.9999999997922876e-07],999.9931411824537
27,32,0,[1.9395591318297956],[1.9395591318297956],[2.5439678135318387],2540816.77288606
27,9,0,[2.0],[2.0],[2.0],41158343.3017392
27,24,0,[2.0],[2.0],[2.0],14535080.636900114
27,35,0,[1.9654188319213854],[1.9654188319213854],[2.311230512707531],1206604.1323810567
27,36,0,[2.0],[2.0],[2.0],4490549.144754079
27,33,0,[2.0],[2.0],[2.0],5072366.462526359
27,4,0,[2.63348949348529],[1.9296122785016345],[1.9296122785016345],19884305.15754471
27,31,0,[2.0],[2.0],[2.0],6108934.300540187
27,45,0,[2.1458679511440186],[1.8440234350406164],[2.159843522884333],8718630.59947723
27,5,0,[2.0],[2.0],[2.0],39373237.69991219
27,34,0,[2.0],[2.0],[2.0],4698024.618222777
27,11,0,[3.017705865447924],[1.8869215705057862],[1.8869215705057862],14028672.856619846
27,39,0,[1.9396185730534232],[1.9396185730534232],[2.5434328425191906],814353.8445485916
27,48,0,[2.0],[2.0],[2.0],10762391.064947309
27,38,0,[1.940922501982494],[1.940922501982494],[2.5316974821575515],610640.2408564648
27,22,0,[2.0],[2.0],[2.0],10700268.017028874
27,40,0,[2.0],[2.0],[2.0],4456228.7581092445
27,7,0,[2.0],[2.0],[2.0],36193781.58471891
27,41,0,[2.0],[2.0],[2.0],4548435.834237864
27,13,0,[2.0],[2.0],[2.0],37006235.116864026
27,21,0,[2.0],[2.0],[2.0],7220024.968808374
27,37,0,[5.005029917627146],[7.639066967574449],[8.855012549158712],726.0659196583728
27,10,0,[2.0],[2.0],[2.0],34130063.0804539
27,17,0,[2.0],[2.0],[2.0],7161424.349262595
27,47,0,[2.0],[2.0],[2.0],16740130.720933754
27,43,0,[1.9426807708851173],[1.9426807708851173],[2.3088650504597],3435710.9251357256
27,18,0,[2.0],[2.0],[2.0],8250446.297223945
27,19,0,[1.9772582269065462],[1.9772582269065462],[1.9772582269065462],6797785.837968821
27,44,0,[1.867048835531944],[1.867048835531944],[3.1965604802125043],1659561.838900423
27,42,0,[2.0],[2.0],[2.0],4672874.182627709
27,29,0,[2.0],[2.0],[2.0],7060666.281842539
